url,label,domain,subdomain,tld,domain_len,subdomain_count,path_len,path_token_count,path_entropy,path_digit_ratio,url_len,has_at_symbol,hyphen_count,param_count,is_https,domain_age_days,domain_exp_days
wn.com/bangladesh_film,1,wn,,com,2,0,22,2,4.095795255000934,0.0,22,0,0,0,0,11133,3112
artkeep.com/,1,artkeep,,com,7,0,12,1,3.4182958340544896,0.0,12,0,0,0,0,9315,250
195.137.188.52/crypted_inst_6.exe,0,195.137.188.52,,,14,0,33,2,4.271370634378849,0.36363636363636365,33,0,0,0,0,-1,-1
web.multco.us/bridges/broadway-bridge,1,multco,web,us,6,1,37,3,4.121219243831912,0.0,37,0,1,0,0,8369,761
en.wikipedia.org/wiki/Denis_Boucher,1,wikipedia,en,org,9,1,35,3,4.057575159678482,0.0,35,0,0,0,0,9010,120
veganvet.net/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fveganvet.net%2Fveterinary-student-advice%2F,0,veganvet,,net,8,0,37,5,3.955227096532553,0.05405405405405406,98,0,3,1,0,6750,1650
evokelove.blogspot.com/,1,blogspot,evokelove,com,8,1,23,1,3.5511911744656963,0.0,23,0,0,0,0,9175,320
www.moogor.com/js/index.htm?us.battle.net/login/en/?ref=gsatpiaus.battle.net/d3/en/index&amp;app=com-d3,0,moogor,www,com,6,1,27,3,3.856196298219379,0.0,103,0,1,3,0,4873,239
www.weonlydo.com/index.asp?showform=SSH,1,weonlydo,www,com,8,1,26,2,3.796217602590056,0.0,39,0,0,1,0,8697,433
siamdigitalcompany-products.yolasite.com/,0,yolasite,siamdigitalcompany-products,com,8,1,41,1,4.064392248309453,0.0,41,0,1,0,0,6369,569
exithub-pql.su/,0,exithub-pql,,su,11,0,15,1,3.773557262275186,0.0,15,0,1,0,0,-1,-1
en.wikipedia.org/wiki/2007_Canadian_Floorball_Championships,1,wikipedia,en,org,9,1,59,3,4.327144108500531,0.06779661016949153,59,0,0,0,0,9010,120
meetup.com/cantonese-101/,1,meetup,,com,6,0,25,2,3.7638561897747245,0.12,25,0,1,0,0,9887,338
www.supersevaconcierge.com/,0,supersevaconcierge,www,com,18,1,27,1,3.81008102052173,0.0,27,0,0,0,0,4827,285
mambate.com/,1,mambate,,com,7,0,12,1,3.0220552088742005,0.0,12,0,0,0,0,7365,2496
uuoakland.org/,1,uuoakland,,org,9,0,14,1,3.3787834934861753,0.0,14,0,0,0,0,9304,191
https://fdcxv.iuuyzjg.cn,0,iuuyzjg,fdcxv,cn,7,1,0,0,0.0,0.0,24,0,0,0,1,-1,-1
http://sevrp.aqgry.com/,0,aqgry,sevrp,com,5,1,1,0,-0.0,0.0,23,0,0,0,0,-1,-1
dictionary.sensagent.com/flyer/en-en/,1,sensagent,dictionary,com,9,1,37,3,3.9669082723576774,0.0,37,0,1,0,0,8999,3418
spill.com/Actor/Default.aspx?Type=query&Query=Bobb'e+J.+Thompson&Page=1,1,spill,,com,5,0,28,3,4.066108939837481,0.0,71,0,0,3,0,10769,188
channel4.com/programmes,1,channel4,,com,8,0,23,2,3.795088586397732,0.043478260869565216,23,0,0,0,0,10894,62
hpsseguridad.com/sites/all/themes/trustpass.html,0,hpsseguridad,,com,12,0,48,5,3.8635210323234332,0.0,48,0,0,0,0,985,110
https://hlytbcuvvq.duckdns.org,0,duckdns,hlytbcuvvq,org,7,1,0,0,0.0,0.0,30,0,0,0,1,4537,1306
https://metwgjyzxfd.top/jp,0,metwgjyzxfd,,top,11,0,3,1,1.584962500721156,0.0,26,0,0,0,1,-1,-1
banreserevas.website,0,banreserevas,,website,12,0,20,1,3.2037016960573483,0.0,20,0,0,0,0,-1,-1
winstontowers.info/credit/casts/,0,winstontowers,,info,13,0,32,3,3.6556390622295662,0.0,32,0,0,0,0,8083,317
allcateringservices.in/JHgy64HJBRd?spiIvoONWBj=fBGONconi,0,allcateringservices,,in,19,0,34,2,4.278351811711311,0.058823529411764705,56,0,0,1,0,-1,-1
agoracom.com/ir/Crystallex/forums/discussion/topics/501881-venezuelan-ex-president-s-body-heads-home-current-president-body-to-follow/messages/1598783,1,agoracom,,com,8,0,150,9,4.628217062406654,0.08666666666666667,150,0,12,0,0,9626,1696
clubwebsite.co.uk/westbromleyalbion/,1,clubwebsite,,co.uk,11,0,36,2,4.016875695766564,0.0,36,0,0,0,0,7715,319
peppermintpark.com/catalog/product/mr-by-mike-ruiz-mike-ruiz-v-neck-tee-shirt-2/42730,1,peppermintpark,,com,14,0,85,5,4.443207303292903,0.07058823529411765,85,0,10,0,0,7922,113
txdot.gov/travel/airport_directory_list.htm,1,txdot,,gov,5,0,43,3,4.0305435353764345,0.0,43,0,0,0,0,7073,206
http://ommldcazxx.duckdns.org/,0,duckdns,ommldcazxx,org,7,1,1,0,-0.0,0.0,30,0,0,0,0,4537,1306
neotkrivai.ru/wp-content/....php,0,neotkrivai,,ru,10,0,32,3,3.8789280318460246,0.0,32,0,1,0,0,-1,-1
http://woamm.cfd/index.php?id=,0,woamm,,cfd,5,0,10,1,3.1219280948873624,0.0,30,0,0,1,0,-1,-1
youtube.com/watch?v=sEmL0x2lRwc,1,youtube,,com,7,0,17,2,3.616874605956222,0.0,31,0,0,1,0,7516,153
teejesus.com,0,teejesus,,com,8,0,12,1,3.0220552088742005,0.0,12,0,0,0,0,-1,-1
http://quantium.pl/upload/filenet/webnet/,0,quantium,,pl,8,0,23,3,3.5670402169265785,0.0,41,0,0,0,0,5470,373
https://jfghc.fdodwqm.cn/,0,fdodwqm,jfghc,cn,7,1,1,0,-0.0,0.0,25,0,0,0,1,-1,-1
arclay.blogspot.com/,1,blogspot,arclay,com,8,1,20,1,3.684183719779189,0.0,20,0,0,0,0,9175,320
serwer1989739.home.pl,0,home,serwer1989739,pl,4,1,21,1,3.7489948035250964,0.3333333333333333,21,0,0,0,0,10145,5221
https://aezonmon.top/,0,aezonmon,,top,8,0,1,0,-0.0,0.0,21,0,0,0,1,-1,-1
stephaniesilvers.com/wp-content/altr/step1.php?National-Australia-Bank563615Account-Verification-Process1086,0,stephaniesilvers,,com,16,0,46,4,4.037938120673592,0.021739130434782608,108,0,5,1,0,-1,-1
alabama.hometownlocator.com/al/pike/kent.cfm,1,hometownlocator,alabama,com,15,1,44,4,3.921960243824921,0.0,44,0,0,0,0,8546,219
beautyconsultantsgroup.com/sbz/shaw.php,0,beautyconsultantsgroup,,com,22,0,39,3,4.162980744225907,0.0,39,0,0,0,0,6063,145
www.lunakoira.com/wp-content/plugins/akismet/9867581927/143493053/,0,lunakoira,www,com,9,1,66,6,4.710468361520458,0.2878787878787879,66,0,1,0,0,-1,-1
article.wn.com/view/2010/11/13/Monfils_beats_Federer_to_reach_Paris_Masters_final/,1,wn,article,com,2,1,82,6,4.425605170167943,0.0975609756097561,82,0,0,0,0,11133,3112
http://www.educator.com/mathematics/statistics/son/type-i-and-type-ii-errors.php,1,educator,www,com,8,1,57,4,3.8848976906619805,0.0,80,0,5,0,0,11019,1398
guriakhan.com,0,guriakhan,,com,9,0,13,1,3.546593564294939,0.0,13,0,0,0,0,-1,-1
bobobabyshop.com,0,bobobabyshop,,com,12,0,16,1,3.0,0.0,16,0,0,0,0,-1,-1
wotent.tripod.com/wotweb,1,tripod,wotent,com,6,1,24,2,3.5535088547976783,0.0,24,0,0,0,0,11308,378
trentina.xyz,0,trentina,,xyz,8,0,12,1,3.2516291673878226,0.0,12,0,0,0,0,3541,111
www.vbusers.com/code/codetoc.asp,1,vbusers,www,com,7,1,32,3,3.7806390622295662,0.0,32,0,0,0,0,1776,49
http://ferienwohnung-auszeit.at/images/gdrive/.boot/,0,ferienwohnung-auszeit,,at,21,0,21,3,3.6304126608739984,0.0,52,0,1,0,0,-1,-1
http://support-appleld.com.secureupdate.duilawyeryork.com/ap/7a2a8f1e1c7c105/?cmd=_update&dispatch=7a2a8f1e1c7c105b9&locale=_US,0,duilawyeryork,support-appleld.com.secureupdate,com,13,3,20,2,3.408694969562842,0.45,127,0,1,3,0,5870,338
https://anozarm.co.jp.61h0tpy.cn/pc,0,61h0tpy,anozarm.co.jp,cn,7,3,3,1,1.584962500721156,0.0,35,0,0,0,1,-1,-1
newsnetwork24.com/images/security-service2/us/details.html?cmd=_login-run,0,newsnetwork24,,com,13,0,58,5,4.316154754347907,0.05172413793103448,73,0,2,1,0,5260,218
imst.lvlhs.org/,1,lvlhs,imst,org,5,1,15,1,3.506890595608519,0.0,15,0,0,0,0,7488,181
hotels.com/de1665294/hotels-jean-lesage-international-airport-yqb-canada/,1,hotels,,com,6,0,73,3,4.422567971336258,0.0958904109589041,73,0,6,0,0,11491,197
surlalunefairytales.com/authors/aulnoy/1892/benevolentfrog.html,1,surlalunefairytales,,com,19,0,63,5,4.309127797630062,0.06349206349206349,63,0,0,0,0,8666,99
http://exstreamist.com/how-to-watch-nbc-online-live-streaming/,1,exstreamist,,com,11,0,40,1,3.9586949695628424,0.0,62,0,6,0,0,3846,171
sportsoverdose.com/nhl/montreal-canadiens,1,sportsoverdose,,com,14,0,41,3,3.9643955295262847,0.0,41,0,1,0,0,6738,201
nps.gov/history/nr/travel/,1,nps,,gov,3,0,26,4,3.825251737288651,0.0,26,0,0,0,0,10209,348
dr-steinple.deviantart.com/,1,deviantart,dr-steinple,com,10,1,27,1,3.9582291686698783,0.0,27,0,1,0,0,9273,2519
scrubberscommercialcleaning.co.uk,0,scrubberscommercialcleaning,,co.uk,27,0,33,1,3.7983512260625822,0.0,33,0,0,0,0,6191,382
pbs.org/wgbh/amex/flygirls/peopleevents/index.html,1,pbs,,org,3,0,50,6,4.2561746300696415,0.0,50,0,0,0,0,11106,217
www.cincopuntos.com/products.sstg?id=3,1,cincopuntos,www,com,11,1,33,2,3.7030407100708653,0.0,38,0,0,1,0,9987,1699
islanderspointblank.com/2010/04/a-goalie-prospect-rises-in-quebeclate-round-draft-pick-kevin-poulin-is-the-real-thing/,1,islanderspointblank,,com,19,0,118,4,4.394752534398432,0.05084745762711865,118,0,14,0,0,6225,713
seekingalpha.com/article/291796-osisko-mining-joins-the-ranks-of-mid-tier-producers,1,seekingalpha,,com,12,0,83,3,4.407599901425369,0.07228915662650602,83,0,9,0,0,7680,354
get-ethers.com,0,get-ethers,,com,10,0,14,1,3.3248629576173565,0.0,14,0,1,0,0,-1,-1
http://sgleossfnz.duckdns.org/,0,duckdns,sgleossfnz,org,7,1,1,0,-0.0,0.0,30,0,0,0,0,4537,1306
roadbikereview.com/cat/2001-bikes-and-older/older-touring-bike/waterford-precision-cycles/2000-diva/prd_23525_1612crx.aspx,1,roadbikereview,,com,14,0,122,7,4.662095130320653,0.13934426229508196,122,0,8,0,0,9672,189
danieljosephsalon.royaloakbusinesses.com/,1,royaloakbusinesses,danieljosephsalon,com,18,1,41,1,3.976352236737823,0.0,41,0,0,0,0,-1,-1
http://www.webfamily.com.br/simplific.com.br/.well-known/acme-challenge/recominicas.php,0,webfamily,www,com.br,9,1,60,4,4.130167946706389,0.0,87,0,2,0,0,7069,235
fred-astaire.blogspot.com/,1,blogspot,fred-astaire,com,8,1,26,1,4.056020968057882,0.0,26,0,1,0,0,9175,320
en.wikipedia.org/wiki/The_Devil_Thumbs_a_Ride,1,wikipedia,en,org,9,1,45,3,4.2638280979110075,0.0,45,0,0,0,0,9010,120
onguso.com/inifile.php,0,onguso,,com,6,0,22,2,3.7544418457133455,0.0,22,0,0,0,0,-1,-1
youtube.com/watch?v=a7ood21fEMM,1,youtube,,com,7,0,17,2,3.616874605956222,0.0,31,0,0,1,0,7516,153
ktvu.com/s/station/ktvu/,1,ktvu,,com,4,0,24,4,3.5016291673878226,0.0,24,0,0,0,0,11102,221
linkedin.com/company/dollarama,1,linkedin,,com,8,0,30,3,3.739572261986723,0.0,30,0,0,0,0,8352,48
my.voyager.net/~april/,1,voyager,my,net,7,1,22,2,3.913977073182752,0.0,22,0,0,0,0,11369,317
https://aupay.kddifsauto.shop/,0,kddifsauto,aupay,shop,10,1,1,0,-0.0,0.0,30,0,0,0,1,-1,-1
paypal.com.cgi.bin.webscr.cmd.login.submit.1585534567890456789009870987654.87d67867f87876s7878d97897d7f978fd9.chahid-tv.com/Hamid1/,0,chahid-tv,paypal.com.cgi.bin.webscr.cmd.login.submit.1585534567890456789009870987654.87d67867f87876s7878d97897d7f978fd9,com,9,10,131,2,4.607182653965409,0.44274809160305345,131,0,1,0,0,-1,-1
nrf.vn,0,nrf,,vn,3,0,6,1,2.2516291673878226,0.0,6,0,0,0,0,-1,-1
arthistoryclub.com/art_history/Montreal_metro,1,arthistoryclub,,com,14,0,45,3,3.994429141101805,0.0,45,0,0,0,0,7657,377
https://k9k4ve.serveuser.com/,0,serveuser,k9k4ve,com,9,1,1,0,-0.0,0.0,29,0,0,0,1,8864,266
vodafone.gb.net,0,gb,vodafone,net,2,1,15,1,3.3735572622751855,0.0,15,0,0,0,0,10368,1867
www.angelfire.com/sd/writingservices/index.html,1,angelfire,www,com,9,1,47,4,4.129190586577829,0.0,47,0,0,0,0,9831,394
maxalbums.com/index.php?artist=The+Besnard+Lakes&album=The+Besnard+Lakes+Are+The+Dark+Horse,1,maxalbums,,com,9,0,23,2,3.9690016298759927,0.0,91,0,0,2,0,3086,200
https://www-yodubash-com.pinchang.cc/,0,pinchang,www-yodubash-com,cc,8,1,1,0,-0.0,0.0,37,0,2,0,1,-1,-1
http://shinenets.com/r/neuropathy/?q=www%20icd%209%20peripheral%20neuropathy,1,shinenets,,com,9,0,14,2,3.3248629576173565,0.0,76,0,0,1,0,2,362
mahalo.com/stanley-cup-finals/,1,mahalo,,com,6,0,30,2,4.01506101220307,0.0,30,0,2,0,0,11163,157
wunderground.com/US/WA/Zillah.html,1,wunderground,,com,12,0,34,4,4.337175341123077,0.0,34,0,0,0,0,11126,197
http://mpe.berklee.edu/documents/studio/paperwork/1.%20Important%20Documents/AFM-AFTRA%20Rates.pdf,1,berklee,mpe,edu,7,1,76,5,4.6916389479852265,0.09210526315789473,98,0,1,0,0,12021,684
mail.yumystories.cu.ma,0,cu,mail.yumystories,ma,2,2,22,1,3.572623663895164,0.0,22,0,0,0,0,3832,185
http://hofstetterfam.com/Scripts/an/dhl/webshipping_dhl_woko_members_modulekey_displaycountrylist_id5482210003804452/,0,hofstetterfam,,com,13,0,93,4,4.742310935859153,0.17204301075268819,117,0,0,0,0,-1,-1
myspace.com/alltimelow,1,myspace,,com,7,0,22,2,3.6635327548042547,0.0,22,0,0,0,0,10797,1257
https://www.hsph.harvard.edu/nutritionsource/what-should-you-eat/protein/,1,harvard,www.hsph,edu,7,2,45,3,3.958659352780987,0.0,73,0,3,0,1,14689,319
sciencefictiontheatrecompany.com/,1,sciencefictiontheatrecompany,,com,28,0,33,1,3.7526004683557055,0.0,33,0,0,0,0,2929,357
www.chelseamoversexpress.com/upgrade/login.htm,0,chelseamoversexpress,www,com,20,1,46,3,4.191296466597355,0.0,46,0,0,0,0,-1,-1
www.olimpotepa.com.mx//flash/M2u/M2u/M2ULogin.doaction=Login.html,0,olimpotepa,www,com.mx,10,1,65,5,4.419983537360437,0.046153846153846156,65,0,0,0,0,760,335
en.wikipedia.org/wiki/CFOX,1,wikipedia,en,org,9,1,26,3,3.8692996998935225,0.0,26,0,0,0,0,9010,120
https://page-fbmaintenance-safe-2021.my.id/index.html,0,page-fbmaintenance-safe-2021,,my.id,28,0,11,1,3.4594316186372973,0.0,53,0,3,0,1,-1,-1
https://aux.rbcdbx.cn,0,rbcdbx,aux,cn,6,1,0,0,0.0,0.0,21,0,0,0,1,-1,-1
http://chen-si.com/map/site/log/mac/map/,0,chen-si,,com,7,0,22,5,3.2312702546075758,0.0,40,0,1,0,0,270,459
canuckshockeyblog.com/?p=7331,1,canuckshockeyblog,,com,17,0,22,1,3.788754913993503,0.0,29,0,0,1,0,6220,353
http://caliielartista.com/googledoc/?260dced9f5057f7948cd4d763ce8f35f9=,0,caliielartista,,com,14,0,11,1,2.6635327548042547,0.0,71,0,0,1,0,-1,-1
directxex.com/uploads/1347878398.miner2.exe,0,directxex,,com,9,0,43,3,4.405932127238674,0.2558139534883721,43,0,0,0,0,-1,-1
recovermyaccountonetim.be,0,recovermyaccountonetim,,be,22,0,25,1,3.623465189601647,0.0,25,0,0,0,0,-1,-1
aloskim.org/KoMPL4HnTSMo/webscrprim.php?YWxvc2tpbS5vcmc=uhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODI2NzU5NQ==,0,aloskim,,org,7,0,39,3,4.528741321315404,0.02564102564102564,107,0,0,1,0,-1,-1
https://lucky-haze-4383.gv9gmo7y.workers.dev/,0,workers,lucky-haze-4383.gv9gmo7y,dev,7,2,1,0,-0.0,0.0,45,0,2,0,1,2409,147
at1world.com/us/4MB264l3Qz/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,0,at1world,,com,8,0,37,4,4.594456406111019,0.16216216216216217,128,0,1,2,0,-1,-1
www.delorie.com/web/purify.html,1,delorie,www,com,7,1,31,3,4.0022680844408445,0.0,31,0,0,0,0,11129,194
paypal-us-site.do.am,0,do,paypal-us-site,am,2,1,20,1,3.684183719779189,0.0,20,0,2,0,0,-1,-1
qbernetics.com,0,qbernetics,,com,10,0,14,1,3.521640636343318,0.0,14,0,0,0,0,28,336
osullivan.edu/en/about/contact.shtml,1,osullivan,,edu,9,0,36,4,3.9329993066372895,0.0,36,0,0,0,0,10656,684
fanpix.net/gallery/frank-gorshin-pictures.htm,1,fanpix,,net,6,0,45,3,4.313640873915144,0.0,45,0,2,0,0,6426,148
home.comcast.net/~Boots9360/redirect2uk.html,0,comcast,home,net,7,1,44,3,4.325924732707134,0.11363636363636363,44,0,0,0,0,10216,9
reunion.com/randymunter/,1,reunion,,com,7,0,24,2,3.6368421881310113,0.0,24,0,0,0,0,11195,128
youtube.com/watch?v=mKqlw6U9Ors,1,youtube,,com,7,0,17,2,3.616874605956222,0.0,31,0,0,1,0,7516,153
https://connecti-auonei-jp.yxesaiw.cn,0,yxesaiw,connecti-auonei-jp,cn,7,1,0,0,0.0,0.0,37,0,2,0,1,-1,-1
en.wikipedia.org/wiki/Stu_Phillips_(composer),1,wikipedia,en,org,9,1,45,3,4.382605386087595,0.0,45,0,0,0,0,9010,120
webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=5493f584385aa84b5b9f3ab3d164734a5493f584385aa84b5b9f3ab3d164734a,0,mhcable,webmail,com,7,1,57,4,4.101254498300923,0.0,158,0,1,2,0,10488,1198
https://sd3karangmalangkudus.sch.id/functions/,0,sd3karangmalangkudus,,sch.id,20,0,11,1,3.095795255000934,0.0,46,0,0,0,1,-1,-1
bboasl.kr,0,bboasl,,kr,6,0,9,1,2.94770277922009,0.0,9,0,0,0,0,-1,-1
facebook.com/shreyaghoshal,1,facebook,,com,8,0,26,2,3.796217602590056,0.0,26,0,0,0,0,10396,3118
linkedin.com/pub/dir/fred/kaiser,1,linkedin,,com,8,0,32,5,3.9292292966721747,0.0,32,0,0,0,0,8352,48
http://wwww-yodoboshi-nnmakd-com.xiaopailiang002.website,0,xiaopailiang002,wwww-yodoboshi-nnmakd-com,website,15,1,0,0,0.0,0.0,56,0,3,0,0,-1,-1
jasonwillis.com/?tag=weird-lovemakers,1,jasonwillis,,com,11,0,16,1,3.5,0.0,37,0,1,1,0,8610,155
http://jindal-steel.com/approval/contract/S77/,0,jindal-steel,,com,12,0,23,3,3.44726249944121,0.08695652173913043,46,0,1,0,0,-1,-1
ebay-datenschutzvereinbarung.pro,0,ebay-datenschutzvereinbarung,,pro,28,0,32,1,4.116729296672175,0.0,32,0,1,0,0,-1,-1
people.famouswhy.com/delroy_lindo_and_neshormeh_lindo-r36510.html,1,famouswhy,people,com,9,1,65,2,4.447282575988396,0.07692307692307693,65,0,1,0,0,7116,188
safatshwane.co.za/wp-content/themes/twentyten/images/Extratoc/OpretdinkodetilVerifiedbyVisaellerMasterCardSecureCode.html,0,safatshwane,,co.za,11,0,121,7,4.47215807132989,0.0,121,0,1,0,0,-1,-1
https://www.myheritage.com/names/bridget_quinn%20quinn,1,myheritage,www,com,10,1,28,2,3.9371932086075945,0.07142857142857142,54,0,0,0,1,8740,2216
kingwoodcenter.org,0,kingwoodcenter,,org,14,0,18,1,3.4613201402110083,0.0,18,0,0,0,0,9248,612
tools.ietf.org/html/rfc1622,1,ietf,tools,org,4,1,27,3,3.9582291686698783,0.14814814814814814,27,0,0,0,0,11145,178
obmen-money.top,0,obmen-money,,top,11,0,15,1,3.1898980954642875,0.0,15,0,1,0,0,-1,-1
payza.com.cgi.bin.websicr.cmd.login.submit.dispatch.vmpa446f69dad17e8da6atklme8161b1f8e263663d3faee8d72.thehenhouserestaurant.com/payza/AccountLogin.php?BlZYMHFoQHJpcUxodXh3b3hGAw==,0,thehenhouserestaurant,payza.com.cgi.bin.websicr.cmd.login.submit.dispatch.vmpa446f69dad17e8da6atklme8161b1f8e263663d3faee8d72,com,21,10,152,3,4.79962323871576,0.16447368421052633,181,0,0,1,0,5584,259
wnukspurlock.com/page.cfm?page=contact,1,wnukspurlock,,com,12,0,25,2,3.973660689688186,0.0,38,0,0,1,0,8507,623
kudsju12hd.godaddysites.com,0,godaddysites,kudsju12hd,com,12,1,27,1,3.9265716511782727,0.07407407407407407,27,0,0,0,0,4318,2621
freesteam-gift.tk/,0,freesteam-gift,,tk,14,0,18,1,3.530493056757482,0.0,18,0,1,0,0,-1,-1
bigevent1.github.io,0,github,bigevent1,io,6,1,19,1,3.471354487013929,0.05263157894736842,19,0,0,0,0,4572,540
http://oqvfx.tmwmb.com/fgrrefeedh/,0,tmwmb,oqvfx,com,5,1,12,1,2.688721875540867,0.0,34,0,0,0,0,-1,-1
manage.apple.com-en.infoq39783restord.hbnkng.com,0,hbnkng,manage.apple.com-en.infoq39783restord,com,6,4,48,1,4.361440501696144,0.10416666666666667,48,0,1,0,0,-1,-1
fulhamish.blogspot.com/2007/06/famous-fulham-fans.html,1,blogspot,fulhamish,com,8,1,54,4,4.224717308032159,0.1111111111111111,54,0,2,0,0,9175,320
marketingbuddysoftware.com,0,marketingbuddysoftware,,com,22,0,26,1,4.161978179679554,0.0,26,0,0,0,0,-1,-1
belinda.z13.web.core.windows.net,0,windows,belinda.z13.web.core,net,7,4,32,1,3.840018266288633,0.0625,32,0,0,0,0,10993,262
britannica.com/EBchecked/topic/364215/Jacques-de-Bourbon-Count-de-la-Marche,1,britannica,,com,10,0,75,5,4.633288651525906,0.08,75,0,6,0,0,11050,271
barbaraleefoundation.org/,1,barbaraleefoundation,,org,20,0,25,1,3.7034651896016473,0.0,25,0,0,0,0,9518,2900
http://miaomihui.com/,0,miaomihui,,com,9,0,1,0,-0.0,0.0,21,0,0,0,0,-1,-1
members.aon.at/~afartek/6bojsk,0,aon,members,at,3,1,30,3,3.8817276788697366,0.03333333333333333,30,0,0,0,0,-1,-1
changeofaddress.org/change-of-address-pennsylvania/,1,changeofaddress,,org,15,0,51,2,3.9987342353775492,0.0,51,0,3,0,0,7750,649
escarpitafotografia.com/web/wp-admin/user/request/login.live.com/accts.php?login.srf?wa=wsignin1.0,0,escarpitafotografia,,com,19,0,74,7,4.34305966375794,0.0,98,0,1,2,0,-1,-1
bdt.com.pl/googledocs/login.php,0,bdt,,com.pl,3,0,31,3,3.7726095206097563,0.0,31,0,0,0,0,8565,199
https://35gvjf8hj.duckdns.org,0,duckdns,35gvjf8hj,org,7,1,0,0,0.0,0.0,29,0,0,0,1,4537,1306
bluemetropolis.org/Festival/Participants/828,1,bluemetropolis,,org,14,0,44,4,4.248426788747654,0.06818181818181818,44,0,0,0,0,7212,92
spokeo.com/Cleo+Stewart,1,spokeo,,com,6,0,23,2,3.8820451081368623,0.0,23,0,0,0,0,7102,202
www.faqs.org/faqs/Modula-3-faq/,1,faqs,www,org,4,1,31,3,3.8245334068819115,0.03225806451612903,31,0,2,0,0,10414,1639
arasrecords.com/,1,arasrecords,,com,11,0,16,1,3.202819531114783,0.0,16,0,0,0,0,-1,-1
page-verifyaccounts.gotdns.ch,0,gotdns,page-verifyaccounts,ch,6,1,29,1,4.142295219190901,0.0,29,0,1,0,0,-1,-1
https://wqass-index.anrqnj.cn/,0,anrqnj,wqass-index,cn,6,1,1,0,-0.0,0.0,30,0,1,0,1,-1,-1
https://www.eakl-nnta.icu/,0,eakl-nnta,www,icu,9,1,1,0,-0.0,0.0,26,0,1,0,1,-1,-1
topcat.hypermart.net/vi.html,1,hypermart,topcat,net,9,1,28,2,3.7943360657504512,0.0,28,0,0,0,0,10247,343
dodgerprofiles.blogspot.com/2006/04/von-joshua.html,1,blogspot,dodgerprofiles,com,8,1,51,4,4.507211185790699,0.11764705882352941,51,0,1,0,0,9175,320
blackhorsemen.com/otherfamilies/Clayton.html,1,blackhorsemen,,com,13,0,44,3,4.089780198035243,0.0,44,0,0,0,0,2573,348
hombrescelestiales.blogspot.com/2009/11/rodrigo-mattos-por-elian-gallardo.html,1,blogspot,hombrescelestiales,com,8,1,78,4,4.295036041320941,0.07692307692307693,78,0,4,0,0,9175,320
nome-97.ga,0,nome-97,,ga,7,0,10,1,3.3219280948873626,0.2,10,0,1,0,0,-1,-1
nexus.centre.free.fr/site/components/com_content/models/page.php,0,free,nexus.centre,fr,4,2,64,6,4.014566369049407,0.0,64,0,0,0,0,9680,464
https://wrtdghjf.dsmtp.com/,0,dsmtp,wrtdghjf,com,5,1,1,0,-0.0,0.0,27,0,0,0,1,7947,88
https://old-feather-7473.vqvtynncwe.workers.dev/,0,workers,old-feather-7473.vqvtynncwe,dev,7,2,1,0,-0.0,0.0,48,0,2,0,1,2409,147
https://www.mascesrocd-aosmsoamsncord.mqtiqnn.ne.pw,0,ne,www.mascesrocd-aosmsoamsncord.mqtiqnn,pw,2,3,0,0,0.0,0.0,51,0,1,0,1,3933,2642
mylife.com/steele6345v,1,mylife,,com,6,0,22,2,3.913977073182752,0.18181818181818182,22,0,0,0,0,10372,585
en.wikipedia.org/wiki/Bill_Hutchinson_(politician),1,wikipedia,en,org,9,1,50,3,4.229275070710713,0.0,50,0,0,0,0,9010,120
paraspokeri.net/rvtgffk,0,paraspokeri,,net,11,0,23,2,3.795088586397732,0.0,23,0,0,0,0,5591,252
http://bymabogados.cl/img/1/,0,bymabogados,,cl,11,0,7,2,2.128085278891394,0.14285714285714285,28,0,0,0,0,5859,743
".úÑ¦~@üþ^t²'ëÆ6T¯U¶F""-ê}6oã­8aØÜ00",1,"üþ^t²'ëÆ6T¯U¶F""-ê}6oã­8aØÜ00",,,39,0,47,1,5.3843760857201906,0.1276595744680851,47,1,1,0,0,-1,-1
uk.ask.com/wiki/Pierrefonds-Roxboro,1,ask,uk,com,3,1,35,3,4.161445788918474,0.0,35,0,1,0,0,9826,399
radioads.com/RadioAds.asp?ad=shane-co.-jewelry-store&CallLetters=KBAY-94.5-KBWF-95.7-KFOG-104.5-KGO-810-KIOI-101.3-KISQ-98.1-KITS-105.3-KKSF-103.7-KLLC-97.3-KMEL-106.1-KMVQ-99.7-KNBR-680-KREV-92.7-KSAN-107.7-KVVF-105.7-KYLD-94.9&Market=san-francisco&state=ca&AdID=30423,1,radioads,,com,8,0,25,2,3.463465189601647,0.0,269,0,35,5,0,10646,309
ynhoo.ias3.com/login_verify2.php,0,ias3,ynhoo,com,4,1,32,2,4.202819531114783,0.0625,32,0,0,0,0,5440,38
wheaten-purge.000webhostapp.com,0,000webhostapp,wheaten-purge,com,13,1,31,1,4.0022680844408445,0.0967741935483871,31,0,1,0,0,3413,1334
https://www.etc.login.lykxlg.com/a3IwMDY1P3,0,lykxlg,www.etc.login,com,6,3,11,1,3.2776134368191157,0.2727272727272727,43,0,0,0,1,-1,-1
